anonymous_applicant_id,full_probability,full_decision,fixed_probability,fixed_decision,oracle_probability,oracle_decision,fixed_disagreement,oracle_disagreement,fixed_early_stop,oracle_early_stop,fixed_optional_units,oracle_optional_units,fixed_path,oracle_path
HC_HELDOUT_0000176,0.0505318374922839,Approve,0.0505318374922839,Approve,0.0505318374922839,Approve,False,False,False,False,5.0,5.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE,REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE
HC_HELDOUT_0000177,0.048634226258902,Approve,0.048634226258902,Approve,0.048634226258902,Approve,False,False,False,False,5.0,5.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE
HC_HELDOUT_0000178,0.0704089023549079,Approve,0.0704089023549079,Approve,0.0704089023549079,Approve,False,False,False,False,5.0,5.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE,BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE
HC_HELDOUT_0000179,0.0470276630795949,Approve,0.0470276630795949,Approve,0.0470276630795949,Approve,False,False,False,False,5.0,5.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE,BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE
HC_HELDOUT_0000180,0.0288377915086891,Approve,0.0349839798435512,Approve,0.0349839798435512,Approve,False,False,True,True,1.0,1.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE
HC_HELDOUT_0000181,0.1147480178230339,Reject,0.1692551107787835,Reject,0.1147480178230339,Reject,False,False,True,False,1.0,5.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE,REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE
HC_HELDOUT_0000182,0.14652856628905,Reject,0.1453082884281152,Reject,0.1476260622632957,Reject,False,False,True,True,2.0,2.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE,BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE
HC_HELDOUT_0000183,0.0325292697638902,Approve,0.0358680943574312,Approve,0.0358680943574312,Approve,False,False,True,True,1.0,1.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE
HC_HELDOUT_0000184,0.2012744787787916,Reject,0.1797467381734673,Reject,0.1797467381734673,Reject,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000185,0.0321593814513583,Approve,0.0340404379983923,Approve,0.0329444144952016,Approve,False,False,True,True,1.0,1.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE,BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE
HC_HELDOUT_0000186,0.0284458364070856,Approve,0.0347597751490054,Approve,0.0323481736979471,Approve,False,False,True,True,1.0,1.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE,BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE
HC_HELDOUT_0000187,0.095691173333593,Reject,0.1902628328247985,Reject,0.1902628328247985,Reject,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000188,0.0989267712199179,Reject,0.0989267712199179,Reject,0.0989267712199179,Reject,False,False,False,False,5.0,5.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE
HC_HELDOUT_0000189,0.0358956788593613,Approve,0.0230725762769006,Approve,0.0230725762769006,Approve,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000190,0.0881966630009663,Reject,0.0881966630009663,Reject,0.0881966630009663,Reject,False,False,False,False,5.0,5.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE,BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE
HC_HELDOUT_0000191,0.0454499128055074,Approve,0.0454499128055074,Approve,0.0454499128055074,Approve,False,False,False,False,5.0,5.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE,BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE
HC_HELDOUT_0000192,0.0186163018688308,Approve,0.020202054872307,Approve,0.020202054872307,Approve,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000193,0.0441130768614392,Approve,0.0441130768614392,Approve,0.0441130768614392,Approve,False,False,False,False,5.0,5.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE,BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE
HC_HELDOUT_0000194,0.0235865465606187,Approve,0.0211813779942292,Approve,0.0211813779942292,Approve,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000195,0.0770724649637103,Approve,0.0770724649637103,Approve,0.0770724649637103,Approve,False,False,False,False,5.0,5.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE,BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE
HC_HELDOUT_0000196,0.1131062060123671,Reject,0.1131062060123671,Reject,0.1131062060123671,Reject,False,False,False,False,5.0,5.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE,BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE
HC_HELDOUT_0000197,0.0175269981172266,Approve,0.0212318447885829,Approve,0.0212318447885829,Approve,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000198,0.2678893361557665,Reject,0.1895148060040925,Reject,0.1895148060040925,Reject,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000199,0.0736086523633251,Approve,0.0736086523633251,Approve,0.0736086523633251,Approve,False,False,False,False,5.0,5.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE
HC_HELDOUT_0000200,0.2401867433221206,Reject,0.2051921450771276,Reject,0.2051921450771276,Reject,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000201,0.040547974921808,Approve,0.040547974921808,Approve,0.040547974921808,Approve,False,False,False,False,5.0,5.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE,BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE
HC_HELDOUT_0000202,0.1451166370570027,Reject,0.1399219057126404,Reject,0.1399219057126404,Reject,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000203,0.0309870230498437,Approve,0.0312337924107239,Approve,0.0312337924107239,Approve,False,False,True,True,1.0,1.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE
HC_HELDOUT_0000204,0.0906362082960127,Reject,0.0906362082960127,Reject,0.0906362082960127,Reject,False,False,False,False,5.0,5.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE
HC_HELDOUT_0000205,0.0181642927797987,Approve,0.020055399194958,Approve,0.020055399194958,Approve,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000206,0.1773128538287225,Reject,0.1538741575029781,Reject,0.1538741575029781,Reject,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000207,0.1601180417027321,Reject,0.1793885474310206,Reject,0.1793885474310206,Reject,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000208,0.067873632921191,Approve,0.067873632921191,Approve,0.067873632921191,Approve,False,False,False,False,5.0,5.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE,BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE;REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE
HC_HELDOUT_0000209,0.0326127198649803,Approve,0.0200222297076367,Approve,0.0200222297076367,Approve,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000210,0.0111217826880197,Approve,0.0215001653925252,Approve,0.0215001653925252,Approve,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000211,0.0241809548825019,Approve,0.0311279549947789,Approve,0.0311279549947789,Approve,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000212,0.0221551933159501,Approve,0.0181558222280735,Approve,0.0181558222280735,Approve,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000213,0.0491885190134031,Approve,0.0491885190134031,Approve,0.0491885190134031,Approve,False,False,False,False,5.0,5.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE,BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE
HC_HELDOUT_0000214,0.028360924834752,Approve,0.0367149407751412,Approve,0.0367149407751412,Approve,False,False,True,True,1.0,1.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE
HC_HELDOUT_0000215,0.0317472259144951,Approve,0.0323067593716622,Approve,0.033893257305466,Approve,False,False,True,True,2.0,1.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE,REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE
HC_HELDOUT_0000216,0.0641948029224472,Approve,0.0641948029224472,Approve,0.0641948029224472,Approve,False,False,False,False,5.0,5.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE,REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE
HC_HELDOUT_0000217,0.0953818262629014,Reject,0.0953818262629014,Reject,0.0953818262629014,Reject,False,False,False,False,5.0,5.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE,BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE
HC_HELDOUT_0000218,0.0242208236391959,Approve,0.0181558222280735,Approve,0.0181558222280735,Approve,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000219,0.0520846153909291,Approve,0.0520846153909291,Approve,0.0520846153909291,Approve,False,False,False,False,5.0,5.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE,BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE;REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE
HC_HELDOUT_0000220,0.0529910969868023,Approve,0.0529910969868023,Approve,0.0529910969868023,Approve,False,False,False,False,5.0,5.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE,BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE
HC_HELDOUT_0000221,0.0980214355238943,Reject,0.1405605621774009,Reject,0.0980214355238943,Reject,False,False,True,False,2.0,5.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE,BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE
HC_HELDOUT_0000222,0.029359556662853,Approve,0.0355816799993459,Approve,0.0355816799993459,Approve,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000223,0.0211840306936504,Approve,0.028528345361521,Approve,0.028528345361521,Approve,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000224,0.0307557834760677,Approve,0.0234748165195861,Approve,0.0234748165195861,Approve,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000225,0.0588491025853504,Approve,0.0356652068224927,Approve,0.0356652068224927,Approve,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000226,0.2409629970831151,Reject,0.1681455855466134,Reject,0.1681455855466134,Reject,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000227,0.0311202459247211,Approve,0.0351048007021886,Approve,0.0351048007021886,Approve,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000228,0.254842628098162,Reject,0.1898885374149091,Reject,0.1898885374149091,Reject,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000229,0.0958404309670349,Reject,0.1506867850893044,Reject,0.1506867850893044,Reject,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000230,0.0220687983241803,Approve,0.0230178370712914,Approve,0.0230178370712914,Approve,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000231,0.0206374798019188,Approve,0.0217964080257302,Approve,0.0217964080257302,Approve,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000232,0.069481549323735,Approve,0.069481549323735,Approve,0.069481549323735,Approve,False,False,False,False,5.0,5.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE,REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE
HC_HELDOUT_0000233,0.1005792777956886,Reject,0.1005792777956886,Reject,0.1005792777956886,Reject,False,False,False,False,5.0,5.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE,REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE
HC_HELDOUT_0000234,0.0331284527719139,Approve,0.0345481612291848,Approve,0.0345481612291848,Approve,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000235,0.0283034974994766,Approve,0.034091549183077,Approve,0.034091549183077,Approve,False,False,True,True,1.0,1.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE
HC_HELDOUT_0000236,0.0909318978620537,Reject,0.140582298755145,Reject,0.0909318978620537,Reject,False,False,True,False,2.0,5.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE,BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE;REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE
HC_HELDOUT_0000237,0.1116513975440563,Reject,0.1116513975440563,Reject,0.1116513975440563,Reject,False,False,False,False,5.0,5.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE,BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE
HC_HELDOUT_0000238,0.036800661461592,Approve,0.0342450998788033,Approve,0.0342450998788033,Approve,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000239,0.0280786125311018,Approve,0.0198796118769523,Approve,0.0198796118769523,Approve,False,False,True,True,0.0,0.0,,
HC_HELDOUT_0000240,0.0400697340685892,Approve,0.0400697340685892,Approve,0.0325025899242008,Approve,False,False,False,True,5.0,4.0,REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;BUREAU_ACTIVE_CREDIT_CAPACITY_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE;BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE,BUREAU_RECENT_CREDIT_ACTIVITY_EVIDENCE;REPAYMENT_PERFORMANCE_QUALITY_EVIDENCE;REPAYMENT_PRIOR_CREDIT_EXPERIENCE_EVIDENCE;BUREAU_CREDIT_HISTORY_QUALITY_EVIDENCE
